TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
1;3696;1;0;0.4730550519849028
1;1015;0;0;0.49481617043995735
1;38998;1;0;0.5059403895559225
1;31365;1;0;0.4819948254505771
1;9717;1;0;0.48724956057644675
1;18214;1;0;0.5051975636945126
1;2453;1;0;0.5148110777859959
1;4937;0;0;0.4356370286736182
1;36875;0;0;0.5233473974594604
1;23625;0;0;0.49483950208715966
1;28639;0;0;0.4896943849642528
1;9717;0;0;0.48724956057644675
1;40508;0;0;0.5152410809716117
1;11614;0;0;0.49907536956721815
1;235;1;0;0.4785108771260829
1;40508;1;0;0.519598575133903
1;28639;1;0;0.46641806360284305
1;3234;0;0;0.5077053654175752
1;3976;0;0;0.5073351795927342
1;3526;1;0;0.5428910434306994
1;36311;1;0;0.4947619008313348
1;15679;1;0;0.4856601676087161
1;33121;1;0;0.49356852276263885
1;13702;1;0;0.5119678448808894
1;6761;0;0;0.5053180733456438
1;28608;1;0;0.46731810328846624
1;29647;0;0;0.4842388949857301
1;3526;0;0;0.5444935621214236
1;1529;0;0;0.5201701380385194
1;41859;1;0;0.5283447446238914
1;39856;1;0;0.44088864990724913
1;41859;0;0;0.5286324670466137
1;43849;0;0;0.48619441212113823
1;13102;0;0;0.528070687208874
1;43849;1;0;0.4792559146948233
1;10609;0;0;0.5312018422880661
1;13702;0;0;0.5119678448808894
1;3785;1;0;0.49636019585191665
1;36311;0;0;0.4923841270626982
1;235;0;0;0.5023530355520938
1;3234;1;0;0.5077053654175752
1;38998;0;0;0.5059403895559225
1;6761;1;0;0.5053180733456438
1;7405;1;0;0.48737924269664096
1;16313;0;0;0.4943106925687456
1;25378;0;0;0.5210626331057036
1;18214;0;0;0.5051975636945126
1;1529;1;0;0.5201701380385194
1;10609;1;0;0.5109898405941328
1;4937;1;0;0.4356370286736182
1;29119;0;0;0.45522638989444614
1;18556;1;0;0.5166899775535877
1;18556;0;0;0.5272287721858407
1;5956;1;0;0.5014387401832511
1;42528;0;0;0.4910966860226981
1;26269;1;0;0.5107221690114315
1;16313;1;0;0.4896678388005775
1;3772;0;0;0.5014481171654928
1;25378;1;0;0.5210626331057036
1;39856;0;0;0.4473996943912429
1;29119;1;0;0.45522638989444614
1;23291;0;0;0.5105953656974932
1;2632;1;0;0.5389338367485887
1;26269;0;0;0.5107221690114315
1;42528;1;0;0.4910966860226981
1;4817;0;0;0.5058905037373231
1;31365;0;0;0.49828582717924963
1;1162;1;0;0.529723568912164
1;3772;1;0;0.5014481171654928
1;12895;0;0;0.4865086908409882
1;18141;0;0;0.49394852100145215
1;15679;0;0;0.5701316283530526
1;5956;0;0;0.5014387401832511
1;13102;1;0;0.5258847395186262
1;1162;0;0;0.5353691638412648
1;35144;1;0;0.5117885447900343
1;18141;1;0;0.49394852100145215
1;3696;0;0;0.4708044369679643
1;36223;0;0;0.5222935736143055
1;7750;1;0;0.4918994777023099
1;23625;1;0;0.4988713144470145
1;12895;1;0;0.462770107028852
1;32436;1;0;0.4880128110830671
1;3976;1;0;0.5070367077871561
1;29647;1;0;0.48631061495649214
1;2632;0;0;0.5443249695102964
1;32436;0;0;0.4927603907814853
1;33121;0;0;0.49356852276263885
1;3785;0;0;0.49636019585191665
1;28608;0;0;0.4648922327758023
1;11614;1;0;0.49907536956721815
1;7750;0;0;0.4918994777023099
1;7405;0;0;0.500493149223493
1;1015;1;0;0.486514267496677
1;36223;1;0;0.5222935736143055
1;4817;1;0;0.5058905037373231
1;36875;1;0;0.5233473974594604
1;35144;0;0;0.5001307845139985
1;23291;1;0;0.5105953656974932
1;2453;0;0;0.5148110777859959
4;16313;0;0;0.5157791335731298
4;23625;0;0;0.45927275983446475
4;2453;1;0;0.4668774129487476
4;31365;1;0;0.45787422481789314
4;4937;1;1;0.5514851136892308
4;18556;1;0;0.5361260636984979
4;36311;1;0;0.5002140846474825
4;10609;1;0;0.5206119388357815
4;4937;0;1;0.5514851136892308
4;36223;0;0;0.555278482199612
4;38998;1;0;0.5120438964841381
4;18141;1;0;0.5240294466763721
4;15679;0;0;0.508937438532691
4;13702;0;0;0.5004072238237269
4;40508;1;0;0.5098489948391279
4;16313;1;0;0.5157791335731298
4;3976;1;0;0.4927530467256585
4;7405;1;0;0.5241381793907902
4;33121;1;0;0.4989955198327649
4;12895;1;0;0.46200106795928986
4;23625;1;0;0.45927275983446475
4;235;1;0;0.48059018955776983
4;36875;0;0;0.5369074161407751
4;13702;1;0;0.5004072238237269
4;3772;0;0;0.4821931452220945
4;36223;1;0;0.555278482199612
4;23291;0;0;0.5587430640795288
4;36311;0;0;0.5002140846474825
4;7405;0;0;0.5241381793907902
4;3526;0;0;0.5392708517341025
4;41859;1;0;0.5239998435398403
4;10609;0;0;0.5206119388357815
4;36875;1;0;0.5369074161407751
4;3234;1;0;0.4674943845607907
4;3772;1;0;0.4821931452220945
4;29119;0;0;0.538558836758747
4;39856;0;0;0.5475390503270394
4;5956;1;0;0.5088644573305537
4;39856;1;0;0.5475390503270394
4;18214;0;0;0.5253311445620166
4;235;0;0;0.5090531441149616
4;12895;0;0;0.5765494756442726
4;15679;1;0;0.4918580178965065
4;41859;0;0;0.5239998435398403
4;28608;0;0;0.5059000295270633
4;3696;1;0;0.4935202714334717
4;5956;0;0;0.5088644573305537
4;7750;0;0;0.46451818395509237
4;29119;1;0;0.538558836758747
4;4817;1;0;0.4974301968414547
4;6761;0;0;0.4857154928424741
4;18141;0;0;0.5240294466763721
4;2453;0;0;0.4668774129487476
4;18214;1;0;0.5253311445620166
4;13102;1;0;0.5031695905995994
4;43849;0;0;0.5320154833292364
4;28639;0;0;0.49019658203724986
4;1529;1;0;0.5198629646793856
4;40508;0;0;0.5139858892234273
4;1162;1;0;0.5165150281034451
4;4817;0;0;0.4974301968414547
4;28608;1;0;0.5059000295270633
4;35144;0;0;0.4901700025125581
4;11614;1;0;0.48626102669305943
4;31365;0;0;0.513077581080057
4;42528;0;0;0.5090425679008653
4;6761;1;0;0.4857154928424741
4;3696;0;0;0.4935202714334717
4;32436;1;0;0.504131729051428
4;29647;1;0;0.5153832286725435
4;26269;0;0;0.4792308194685378
4;1015;0;0;0.5020407643804335
4;3785;0;0;0.528638841508923
4;1162;0;0;0.5165150281034451
4;26269;1;0;0.4792308194685378
4;29647;0;0;0.5153832286725435
4;32436;0;0;0.504131729051428
4;1529;0;0;0.5198629646793856
4;3785;1;0;0.528638841508923
4;9717;1;0;0.4845709117216469
4;3234;0;0;0.4674943845607907
4;43849;1;0;0.5335156964643384
4;35144;1;0;0.4901700025125581
4;42528;1;0;0.5090425679008653
4;9717;0;0;0.4845709117216469
4;13102;0;0;0.5042390410556171
4;1015;1;0;0.5020407643804335
4;2632;0;0;0.5472552343007081
4;25378;0;0;0.4744473949695541
4;2632;1;0;0.5472552343007081
4;23291;1;0;0.5587430640795288
4;7750;1;0;0.46451818395509237
4;3526;1;0;0.5392708517341025
4;38998;0;0;0.5156572964436195
4;11614;0;0;0.48626102669305943
4;28639;1;0;0.49019658203724986
4;18556;0;0;0.5361260636984979
4;25378;1;0;0.4744473949695541
4;3976;0;0;0.4979737367696085
4;33121;0;0;0.4989955198327649
2;36875;0;0;0.5049765279967988
2;29119;0;0;0.49983435985609237
2;35144;0;0;0.5087213300108627
2;31365;1;0;0.46858854302355324
2;5956;0;0;0.4547395263269721
2;235;0;0;0.511211781365446
2;4817;0;0;0.4952541228986564
2;4817;1;0;0.4952541228986564
2;7750;1;0;0.4672089701531573
2;9717;1;0;0.48273761563153855
2;23625;1;0;0.4719871369834958
2;7405;1;0;0.5163722624574977
2;7405;0;0;0.5269875930796238
2;2632;1;0;0.49125758748836035
2;6761;1;0;0.5207291932140938
2;35144;1;0;0.5087213300108627
2;13102;1;0;0.46120002970770335
2;2632;0;0;0.49125758748836035
2;40508;1;0;0.48575491581818414
2;9717;0;0;0.48052110386991925
2;18556;1;0;0.4652983119615505
2;41859;1;0;0.5054312105408704
2;1162;0;0;0.5098947623067664
2;31365;0;0;0.46858854302355324
2;15679;1;0;0.4759870683824583
2;3234;0;0;0.5063792170504042
2;2453;0;0;0.5020753571485511
2;6761;0;0;0.5207291932140938
