TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
5;0;0;0;0.5969351437477216
5;0;1;1;0.6687297564429735
6;0;0;0;0.6393147114691958
6;0;1;0;0.36514184933237775
3;0;0;0;0.5762753114281687
3;0;1;0;0.3633909007778733
2;0;1;0;0.3247351732339189
2;0;0;0;0.6134517777622778
1;0;0;0;0.6415088222243034
1;0;1;0;0.36912746841444444
4;0;0;0;0.633220823844406
4;0;1;0;0.361785929839127
0;0;0;0;0.6403930964832779
0;0;1;1;0.6330971862231639
7;0;0;0;0.6918902494835495
7;0;1;0;0.33571444666473577
8;0;0;0;0.6519079289912224
8;0;1;1;0.7195325457120161
12;0;1;1;0.6343709127459238
12;0;0;0;0.5529529305035927
13;0;0;0;0.6376225240356078
13;0;1;1;0.6870055347303383
9;0;1;1;0.668876262054929
9;0;0;0;0.6676675425755837
10;0;1;1;0.7117455180598473
10;0;0;0;0.6603889993883861
11;0;1;1;0.7200043587123011
11;0;0;0;0.6141685092834249
14;0;0;0;0.6327692165556754
14;0;1;0;0.3642656640664373
15;0;1;1;0.671038844837812
15;0;0;0;0.5667353705767335
19;0;0;0;0.5928973657259644
19;0;1;1;0.7110471950098552
17;0;1;1;0.6321834939093275
17;0;0;0;0.5908442305340211
18;0;1;1;0.7044059662792944
18;0;0;0;0.6311491809415234
16;0;0;0;0.6246118484254342
16;0;1;1;0.7081774529800905
20;0;0;0;0.6635553849774289
20;0;1;1;0.6676825200572533
21;0;0;0;0.6812165099519245
21;0;1;1;0.6970576704339498
22;0;1;1;0.6885010507669841
22;0;0;0;0.6961465471722972
23;0;0;0;0.5983781167415407
23;0;1;0;0.3574963174532386
24;0;0;0;0.6028360505225077
24;0;1;1;0.645322093149639
