Dataset: ADULT_FULL
Anonymization Method: Identity
Feature Type: ENSEMBLE
Classifier Type: RF
Number of Targets: 50
Target Type: RANDOM
Number of Tests: 25
Number of Trainings: 10
Sample size: 1000
Adversary population size: 10000


TargetId;Distance;Accuracy
41859;0.119472054653973;0.5
31365;0.08547292091743504;0.56
13702;0.12494411615567709;0.5
3976;0.0203760875505293;0.5
1162;0.01929434388942995;0.5
36875;0.12355944653036843;0.5
2453;0.07439915636776331;0.5
26269;0.38827110806512144;0.5
42528;0.003544158469992188;0.5
25378;0.010779014396095186;0.5
3234;0.010328605525573785;0.5
18214;0.11170896051469731;0.5
13102;0.10828066276730249;0.58
39856;0.07464193640667685;0.5
32436;0.10658939078905924;0.5
16313;0.08528209755528224;0.5
40508;0.04034398163742739;0.5
3772;0.005283102417702911;0.5
29119;0.004587075753381413;0.5
15679;0.003995694983678647;0.62
28608;0.07652433253668252;0.5
5956;0.06134283194191011;0.5
7750;0.007466569526473901;0.5
3526;0.03717419084845916;0.5
2632;0.014992087107281614;0.5
35144;0.10269399236798062;0.52
43849;0.07676326931700363;0.5
4937;0.01277510409966097;0.5
3785;0.02414361765425052;0.5
23625;0.18209954635625988;0.5
29647;0.07343813755676899;0.5
4817;0.02595281841067329;0.5
38998;0.05434169712472421;0.5
36311;0.056337862053101644;0.5
18141;0.05906692525105578;0.5
11614;0.1763900558123268;0.52
12895;0.04979648935399653;0.56
28639;0.01593731779028207;0.52
33121;0.04589664053974459;0.5
6761;0.010860722208804515;0.5
235;0.08635511673848936;0.5
7405;0.01975988325434754;0.5
3696;0.0035761987367273376;0.5
10609;0.011586495107620718;0.5
9717;0.06782516477419134;0.5
1015;0.0211021183503605;0.58
1529;0.021941585856210838;0.5
23291;0.049811932871124016;0.5
18556;0.07937166046729024;0.5
36223;0.017799145741137203;0.5
