TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
1;0;0;0;0.5177193203850369
1;0;1;0;0.5192315277925619
6;0;1;0;0.48224441908478743
6;0;0;0;0.48224441908478743
5;0;1;0;0.5104469240860857
5;0;0;0;0.517209966123662
3;0;1;0;0.43862030600271207
3;0;0;0;0.4437918983452764
4;0;0;0;0.4643947127676066
4;0;1;0;0.46344658009720463
2;0;0;0;0.5038134799434074
2;0;1;0;0.5038134799434074
0;0;0;0;0.47751450752197033
0;0;1;0;0.47751450752197033
8;0;1;0;0.4985651100623061
8;0;0;0;0.4950105195159901
7;0;0;0;0.5406860267074841
7;0;1;0;0.5406860267074841
13;0;0;0;0.5194750023390707
13;0;1;0;0.5158826977536992
10;0;0;0;0.48193148725289947
10;0;1;0;0.48193148725289947
12;0;0;0;0.48282715412358007
12;0;1;0;0.48282715412358007
9;0;1;0;0.5005596325943964
9;0;0;0;0.5005596325943964
11;0;1;0;0.5120789891690372
11;0;0;0;0.5120789891690372
19;0;0;0;0.5174868947350636
19;0;1;0;0.5174868947350636
15;0;0;0;0.5159648796058083
15;0;1;0;0.5224975415027735
17;0;1;0;0.5165974250761405
17;0;0;0;0.5165974250761405
16;0;0;0;0.5124696390661931
16;0;1;0;0.5143067775625386
14;0;1;0;0.48047047403683096
14;0;0;0;0.48047047403683096
18;0;1;0;0.47633027426386365
18;0;0;0;0.47633027426386365
20;0;1;0;0.5045722730736607
20;0;0;0;0.5045722730736607
21;0;0;0;0.4620558591129038
21;0;1;0;0.4620558591129038
24;0;0;0;0.5195177993075821
24;0;1;0;0.5133042773314707
22;0;1;0;0.5790939560923014
22;0;0;0;0.5790939560923014
23;0;0;0;0.486580062921669
23;0;1;0;0.486580062921669
