TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
6;37535;1;0;0.4611702385703522
6;7829;1;0;0.46434702127242017
6;23953;0;0;0.5238687446223677
6;37535;0;0;0.47181157573211
6;40848;1;0;0.5139723203495399
6;40848;0;0;0.5179648256279392
6;42038;1;0;0.4683079997081554
6;28502;0;0;0.5331618634247507
6;41419;0;0;0.5009478038787574
6;33828;0;0;0.4911054794283273
6;44741;1;0;0.4809008144911986
6;384;0;0;0.44763547212165034
6;21798;0;0;0.5028106148324083
6;11339;0;0;0.47994471651530596
6;23238;0;0;0.49229954035411605
6;7781;1;0;0.4792784085569209
6;23953;1;0;0.5238687446223677
6;36850;0;0;0.5023458674492688
6;23238;1;0;0.49229954035411605
6;18987;1;0;0.48522815626485943
6;11339;1;0;0.47994471651530596
6;32722;1;0;0.5367709324521666
6;7829;0;0;0.47099659681215267
6;41419;1;0;0.5009478038787574
6;1186;1;0;0.5320616450024792
6;32388;0;0;0.5290803998139093
6;16816;1;0;0.5375625762005155
6;16441;0;0;0.5025548047933437
6;17498;1;0;0.4412801260250521
6;16816;0;0;0.523551423614596
6;22325;1;0;0.4604143237143373
6;43301;1;0;0.5254777296809745
6;41339;0;0;0.47606275857087305
6;35816;1;0;0.5685086191395875
6;16441;1;0;0.48794072035327307
6;42333;1;0;0.441352317950325
6;22325;0;0;0.45142455116011304
6;40753;1;0;0.4879063720604524
6;17498;0;0;0.4412801260250521
6;32388;1;0;0.523485730249179
6;1464;0;0;0.4961402544042934
6;7781;0;0;0.4792784085569209
6;7320;0;0;0.5421072748989912
6;14424;0;0;0.49516300971640775
6;35816;0;0;0.5685086191395875
6;42038;0;0;0.4683079997081554
6;1464;1;0;0.47642184514713604
6;13348;0;0;0.5506375416604973
6;25362;0;0;0.5251659907007143
6;28502;1;0;0.5279421305885708
6;36823;1;0;0.5110425423268895
6;42333;0;0;0.4538123138914737
6;7320;1;0;0.5307698495880151
6;38092;0;0;0.455088863403233
6;43607;0;0;0.5236613963184199
6;4970;1;0;0.4881408997787661
6;25653;0;0;0.43997774568376236
6;33662;0;0;0.5555790563877597
6;4920;1;0;0.5291496041151554
6;13380;0;0;0.49470878895825054
6;38358;1;0;0.5147144838601733
6;1186;0;0;0.5316038475179966
6;384;1;0;0.436998782773522
6;25653;1;0;0.43997774568376236
6;7614;1;0;0.4789707098051687
6;43607;1;0;0.5236613963184199
6;38358;0;0;0.5147144838601733
6;38092;1;0;0.455088863403233
6;14424;1;0;0.5063710557475903
6;27028;0;0;0.5057838813885935
6;27028;1;0;0.5020515561563536
6;9007;0;0;0.504379831923434
6;18987;0;0;0.4832510269785761
6;9007;1;0;0.498580914781331
6;36823;0;0;0.5110425423268895
6;13933;0;0;0.5320422230186505
6;36850;1;0;0.5025374444910059
6;13933;1;0;0.5320291122718805
6;4920;0;0;0.5291496041151554
6;15503;0;0;0.43762320544286193
6;15503;1;0;0.4444716314200822
6;25362;1;0;0.521234234678207
6;34699;1;0;0.5088468179598178
6;4970;0;0;0.5381541820339946
6;41339;1;0;0.48065157243432427
6;32722;0;0;0.5290420542995578
6;33662;1;0;0.5551515534629853
6;13348;1;0;0.5363319286305457
6;27912;1;0;0.5040766932129743
6;34699;0;0;0.4941472146171461
6;35929;1;0;0.518522099122427
6;35929;0;0;0.5257202249592465
6;27912;0;0;0.5145789515076082
6;21798;1;0;0.5028106148324083
6;40753;0;0;0.4900288561566276
6;13380;1;0;0.47288343489982987
6;7614;0;0;0.47988235465692486
6;43301;0;0;0.5203254017536321
6;33828;1;0;0.4911054794283273
6;44741;0;0;0.4809008144911986
1;33662;0;0;0.5105697080187493
1;33828;1;0;0.4790665638741132
1;23953;0;0;0.527852730708681
1;36850;1;0;0.44439252202069823
1;23238;0;0;0.5030833005009138
1;40848;0;0;0.4974541125644306
1;43607;1;0;0.5105298074775093
1;7320;1;0;0.5009668459469719
1;1186;1;0;0.4958344637209425
1;42038;1;0;0.5069214407830055
1;384;1;0;0.459018019981141
1;16441;0;0;0.5046018735357407
1;11339;1;0;0.5298396047372861
1;27912;0;0;0.4926639703123499
1;22325;0;0;0.503707880540175
1;23953;1;0;0.5300129741046544
1;18987;0;0;0.5700443932446068
1;37535;1;0;0.4854350644115704
1;35929;0;0;0.5474237712852745
1;44741;0;0;0.539950991731903
1;34699;0;0;0.489588678551641
1;42038;0;0;0.5069214407830055
1;13348;1;0;0.4635990740527077
1;32722;1;0;0.49513513680546045
1;4970;1;0;0.5255154189437782
1;4920;0;0;0.4835177918042272
1;38358;0;0;0.5167325626863937
1;27028;1;0;0.47442044763920777
1;7781;0;0;0.5127193991406959
1;11339;0;0;0.5308552329406705
1;13348;0;0;0.48886273112132217
1;7829;1;0;0.488446837305442
1;9007;0;0;0.4901109769176263
1;13933;0;0;0.4824993607413111
1;41339;0;0;0.4640756057274946
1;9007;1;0;0.4804841408852653
1;7614;0;0;0.5188548834683159
1;15503;0;0;0.47884173076681946
1;16816;1;0;0.49600886793782717
1;4970;0;0;0.5255154189437782
1;1186;0;0;0.49883240154402436
1;32388;1;0;0.5318666787774495
1;4920;1;0;0.47971040580678626
1;35816;1;0;0.502505667880019
1;28502;1;0;0.5540396211371841
1;27912;1;0;0.49672308360593503
1;41419;0;0;0.48575067258545906
1;43607;0;0;0.5088347328045337
1;22325;1;0;0.4968608784109765
1;28502;0;0;0.5532218148308863
1;32722;0;0;0.4867950636734737
1;41339;1;0;0.4640756057274946
1;38092;0;0;0.5362287119469149
1;17498;1;0;0.5120866724325146
1;34699;1;0;0.48466361866574537
1;35816;0;0;0.502505667880019
1;41419;1;0;0.48119214925583215
1;25362;0;0;0.5568930615423539
1;7781;1;0;0.4981221845826789
1;42333;1;0;0.4994800942484669
1;43301;0;0;0.5130319358096945
1;40848;1;0;0.49216910403142833
1;13380;0;0;0.5261980950741371
1;17498;0;0;0.5120866724325146
1;13933;1;0;0.48751488020867645
1;38358;1;0;0.5167325626863937
1;37535;0;0;0.49426932202065105
1;21798;1;0;0.4781697772068312
1;1464;0;0;0.5210639484764609
1;38092;1;0;0.5267499458887247
1;7320;0;0;0.511683935970015
1;16816;0;0;0.4985918438544505
1;40753;1;0;0.519125637511944
1;14424;0;0;0.5631395221035757
1;36850;0;0;0.4674608904168711
1;15503;1;0;0.472194292603626
1;23238;1;0;0.5236605134796772
1;44741;1;0;0.5275977161460059
1;13380;1;0;0.499651362378076
1;25362;1;0;0.5378057239327999
1;33828;0;0;0.4642614927721873
1;7829;0;0;0.5225281657888008
1;21798;0;0;0.4781697772068312
1;18987;1;0;0.5941410205900745
1;40753;0;0;0.5255440176453192
1;36823;0;0;0.5067113686053922
1;384;0;0;0.4547635590357497
1;42333;0;0;0.5086497359667337
1;27028;0;0;0.4761121979183639
1;7614;1;0;0.505122723339878
1;14424;1;0;0.5264320241631055
1;1464;1;0;0.5183637273208925
1;43301;1;0;0.5083432447105924
1;25653;0;0;0.4956564213269495
1;33662;1;0;0.5105697080187493
1;35929;1;0;0.532833245436899
1;32388;0;0;0.538910153781905
1;25653;1;0;0.5065864922402581
1;36823;1;0;0.5067113686053922
1;16441;1;0;0.4985400167480576
2;7781;1;0;0.47832832934582464
2;38092;0;0;0.5518793466628898
2;37535;1;0;0.49969664088369625
2;42038;0;0;0.5174045009519133
2;33828;1;0;0.5234952991397306
2;35929;0;1;0.5337893837455586
2;43301;0;0;0.53608106152663
2;13933;1;0;0.5008543235350964
2;42038;1;0;0.5174045009519133
2;14424;0;0;0.5184842382523178
2;13933;0;0;0.5008543235350964
2;36823;1;0;0.5202715714984819
2;17498;0;0;0.4952033224281586
2;16441;1;0;0.4878916042037379
2;44741;0;0;0.49590653098108833
2;41419;1;0;0.5396756889654618
2;7829;1;0;0.4870888223504226
2;9007;0;0;0.49700892415093656
2;35929;1;1;0.5372102569675614
2;40848;1;0;0.4848712341322728
2;7781;0;0;0.4841969659894538
2;1464;0;0;0.49212541908504315
2;23238;0;0;0.4588725160214547
2;7829;0;0;0.493180573406635
2;41339;0;0;0.48838097965493854
2;18987;1;0;0.5075607497493815
2;22325;0;0;0.47678433179437846
2;36850;0;0;0.5187506671504852
2;13348;1;0;0.511834633672404
2;28502;0;0;0.5101716156772668
2;27912;1;0;0.4727493635963879
2;7320;1;0;0.5289428404913956
2;43607;0;0;0.5012276008617721
2;35816;1;0;0.4520127070843591
2;27028;0;0;0.4735016666784406
2;35816;0;0;0.44866937693440095
2;18987;0;0;0.5075607497493815
2;38092;1;0;0.5512316360125867
2;25653;1;0;0.48144526988273867
2;44741;1;0;0.486987030473206
2;7320;0;0;0.5217287997586705
2;23953;1;0;0.49966065399571385
2;33828;0;0;0.5234952991397306
2;7614;0;0;0.44213277050026195
2;43607;1;0;0.4864208403591005
2;37535;0;0;0.49969664088369625
2;17498;1;0;0.4952033224281586
2;34699;1;0;0.4718173119535187
2;13348;0;0;0.5060890005912536
2;11339;0;1;0.5710114567569883
2;32722;1;0;0.43856872014640896
2;40753;0;0;0.48951472575430566
2;16816;0;0;0.5278883087547157
2;40753;1;0;0.48951472575430566
2;32388;0;0;0.4918753135591538
2;1186;1;0;0.49309038706616465
2;14424;1;0;0.5125615266132351
2;34699;0;0;0.4718173119535187
2;25362;0;0;0.48520034777693233
2;4920;0;0;0.4914147512650884
2;1186;0;0;0.49309038706616465
2;11339;1;1;0.5710114567569883
2;15503;0;0;0.5109906630328758
2;4970;0;0;0.4587870871152981
2;384;0;0;0.4947480560886383
2;28502;1;0;0.501772262335077
2;4920;1;0;0.4914147512650884
2;13380;0;0;0.5070542941791922
2;32388;1;0;0.4918753135591538
2;38358;1;0;0.4860907593763328
2;13380;1;0;0.5062611666634182
2;33662;0;0;0.4695557954435605
2;384;1;0;0.4947480560886383
2;15503;1;0;0.5109906630328758
2;4970;1;0;0.4587870871152981
2;38358;0;0;0.49118606930412484
2;32722;0;0;0.43856872014640896
2;36850;1;0;0.5127697092281411
2;21798;0;0;0.5117179047452997
2;1464;1;0;0.47919978308522576
2;27912;0;0;0.4727493635963879
2;9007;1;0;0.49585331989741194
2;40848;0;0;0.4848712341322728
2;42333;1;0;0.4936254471718972
2;27028;1;0;0.4662425332141572
2;36823;0;0;0.5237788198219697
2;41339;1;0;0.48838097965493854
2;23953;0;0;0.49966065399571385
2;33662;1;0;0.4695557954435605
