TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
2;3234;0;0;0.4900962814550946
2;25378;0;0;0.49513262831904864
2;18556;0;0;0.497210879699392
2;25378;1;0;0.49513262831904864
2;3772;0;0;0.51620201168667
2;13102;0;0;0.5446799504275366
2;6761;0;0;0.47839481874495676
2;18556;1;0;0.497210879699392
2;3234;1;0;0.4900962814550946
2;1529;0;0;0.4958986981998657
2;32436;1;0;0.5118271408567016
2;1015;1;0;0.5276407800093645
2;3526;0;0;0.52139353648477
2;40508;1;0;0.5419548832273303
2;4817;0;0;0.4688269108693953
2;23625;0;0;0.48463872871759806
2;33121;1;0;0.5039805584567246
2;26269;1;0;0.4852637196267941
2;18141;1;0;0.5104982630530314
2;235;0;0;0.48318387064598517
2;12895;0;0;0.5087139655771535
2;32436;0;0;0.5118271408567016
2;1529;1;0;0.4958986981998657
2;1015;0;0;0.5276407800093645
2;36223;0;0;0.5090577798468263
2;235;1;0;0.48318387064598517
2;7405;0;0;0.4847168073727332
2;11614;1;0;0.5045993491439673
2;18214;1;0;0.4695081254942656
2;43849;1;0;0.524326699623379
2;41859;0;0;0.47563830120543776
2;39856;0;0;0.4904226750514181
2;7405;1;0;0.5095082397574799
2;5956;0;0;0.49435512208560173
2;2632;0;0;0.5215492879865877
2;9717;1;0;0.47887621147067255
2;13702;0;0;0.48207308491759193
2;4937;1;0;0.4869908951082234
2;18214;0;0;0.4695081254942656
2;16313;0;0;0.5610124142067977
2;29647;1;0;0.5119816719158549
2;26269;0;0;0.476538015480956
2;4937;0;0;0.4869908951082234
2;38998;1;0;0.5137411259532122
2;6761;1;0;0.47324512751865166
2;31365;0;0;0.5301817806072278
2;40508;0;0;0.5419548832273303
2;28608;0;0;0.47355023842559113
2;28639;0;0;0.49365657124796225
2;23625;1;0;0.4823432516102216
2;1162;1;0;0.5042773680171556
2;3785;1;0;0.4681084996611315
2;36311;1;0;0.5040500965327009
2;29647;0;0;0.5190768604085516
