Dataset: ADULT_FULL
Anonymization Method: 2-Anonymity
Feature Type: CORRELATION
Classifier Type: RF
Number of Targets: 50
Target Type: OUTLIER
Number of Tests: 25
Number of Trainings: 10
Sample size: 1000
Adversary population size: 10000


TargetId;Distance;Accuracy
384;0.6482101068769353;0.5
32388;0.5565179938370315;0.5
27912;0.46819701031280514;0.5
34699;0.6594445300202212;0.5
15503;0.9043688570905394;0.5
40848;0.5869332620264835;0.5
23953;0.4761257365682672;0.5
25362;0.6976346444595494;0.5
27028;0.7193032324237159;0.5
7829;0.5589487836327264;0.5
7320;0.6013733401818359;0.5
37535;1.0;0.5
1186;0.4655415345271835;0.5
33828;0.518735721837427;0.5
13348;0.5130200195761513;0.5
43301;0.47768778209718626;0.5
21798;0.648235296470463;0.5
18987;0.5869332619659905;0.5
9007;0.6523122102209632;0.5
16816;0.9730950835047335;0.5
40753;0.5565179938539239;0.5
25653;0.6884485792027887;0.5
22325;0.4816414223696651;0.5
42038;0.7132281791049869;0.5
4920;0.7647095463123542;0.5
1464;0.5536993856941683;0.5
16441;0.4737919024651783;0.5
7614;0.7969977473625359;0.5
13380;0.9956178035970088;0.5
44741;0.44707862255239245;0.5
23238;0.7468121839996066;0.5
41419;0.5262520086626715;0.5
11339;0.5071142560275166;0.5
38092;0.532500961356912;0.5
32722;0.48163906475062296;0.5
28502;0.5130200196199514;0.5
38358;0.4582991845171455;0.5
43607;0.7846252588221122;0.5
36823;0.44791196992527593;0.5
14424;0.8291282062318972;0.5
35929;0.5134501592344327;0.5
17498;0.5379781960100026;0.5
42333;0.5065063663700364;0.5
7781;0.4618895797175517;0.5
35816;0.4737919024585774;0.5
4970;0.5560455325645912;0.5
13933;0.569526697304327;0.5
36850;0.5337205881074336;0.5
41339;0.4801770514436256;0.5
33662;0.46074767085579954;0.5
