TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
4;29647;1;0;0.4924064556964366
4;16313;1;0;0.4902423721629694
4;13702;1;0;0.5013322798545573
4;3696;1;0;0.49099723335158624
4;36875;0;0;0.4763422680261582
4;7750;1;0;0.4779360770836367
4;15679;1;0;0.4731905804405343
4;12895;0;0;0.4615331826976032
4;3696;0;0;0.49099723335158624
4;28608;0;0;0.5463714850362675
4;36311;1;0;0.5014197276757623
4;16313;0;0;0.4902423721629694
4;43849;1;0;0.48517848696046995
4;29647;0;0;0.4924064556964366
4;32436;0;0;0.5335693346988826
4;40508;0;0;0.48711339696794465
4;7405;1;0;0.5059432565146023
4;1162;0;0;0.50815756332191
4;35144;1;0;0.5091915593256288
4;3234;1;0;0.5096927146127432
4;40508;1;0;0.48711339696794465
4;3772;1;0;0.4951251495937135
4;7405;0;0;0.5059432565146023
4;28639;1;0;0.48019262010319597
4;1529;0;0;0.5428897038991642
4;35144;0;0;0.5114778614503706
4;42528;1;0;0.47541826964861045
4;3976;1;0;0.48007634541523264
4;3234;0;0;0.5096927146127432
4;3785;1;0;0.5034925002569618
4;38998;1;0;0.5091556374361329
4;32436;1;0;0.5267064451746084
4;41859;1;0;0.554755127751577
4;9717;0;0;0.5196189692955847
4;235;1;0;0.5108689624371554
4;3772;0;0;0.4951251495937135
4;36875;1;0;0.4763422680261582
4;29119;1;0;0.49267259210670317
4;2453;0;0;0.48287536939634373
4;12895;1;0;0.45235819476424555
4;18141;1;0;0.46978972504556693
4;13702;0;0;0.5013322798545573
4;3526;0;0;0.5274083828031428
4;15679;0;0;0.4786601540442455
4;7750;0;0;0.4779360770836367
4;1529;1;0;0.5312030316177047
4;39856;0;0;0.5210710414932813
4;6761;1;0;0.48123424878518994
4;33121;1;0;0.500279479374389
4;29119;0;0;0.49267259210670317
4;36223;0;0;0.5382584801697982
4;26269;0;0;0.5009793745071985
4;23291;1;0;0.5045274850140847
4;4817;1;0;0.49876070882675605
4;11614;0;0;0.5130385803025063
4;33121;0;0;0.500279479374389
4;6761;0;0;0.48888748865664594
4;4817;0;0;0.49876070882675605
4;18556;1;0;0.517153249360734
4;36223;1;0;0.530384788548536
4;4937;1;0;0.5156991893113699
4;9717;1;0;0.5136550234328243
4;10609;1;0;0.5236849327751227
4;31365;1;0;0.49742736566929613
4;39856;1;0;0.5210710414932813
4;26269;1;0;0.5009793745071985
4;23625;0;0;0.5172708536709326
4;11614;1;0;0.5130385803025063
4;2632;0;0;0.5084560696952952
4;2632;1;0;0.5084560696952952
4;1162;1;0;0.50815756332191
4;25378;1;0;0.5229793318735138
4;1015;0;0;0.484825460111413
4;5956;1;0;0.5220402243347376
4;41859;0;0;0.554755127751577
4;4937;0;0;0.5156991893113699
4;18556;0;0;0.5185473617498639
4;38998;0;0;0.5127070512926947
4;10609;0;0;0.5424163227788362
4;3785;0;0;0.5034925002569618
4;18214;0;0;0.5080227658265399
4;235;0;0;0.5128614330704621
4;23625;1;0;0.5172708536709326
4;23291;0;0;0.5090454710613393
4;25378;0;0;0.5229793318735138
4;42528;0;0;0.47541826964861045
4;18214;1;0;0.5115349954970023
4;13102;0;0;0.5280443909851855
4;28639;0;0;0.48019262010319597
4;43849;0;0;0.48517848696046995
4;2453;1;0;0.48287536939634373
4;13102;1;0;0.5198692311254081
4;3976;0;0;0.48007634541523264
4;31365;0;0;0.504591424013705
4;5956;0;0;0.5220402243347376
4;18141;0;0;0.46978972504556693
4;3526;1;0;0.5222468078937026
4;36311;0;0;0.5014197276757623
4;28608;1;0;0.5463714850362675
4;1015;1;0;0.4754500301607085
3;13702;0;0;0.49041186757687866
3;5956;0;0;0.5130579220433011
3;32436;0;0;0.5419565439755453
3;4937;1;0;0.5187427199409076
3;3976;1;0;0.5050087022617861
3;3976;0;0;0.5050087022617861
3;40508;0;0;0.5784538178147464
3;15679;1;0;0.4675118874263648
3;1162;1;0;0.4771182594280551
3;6761;0;0;0.48413640966490845
3;26269;0;0;0.5438126115344107
3;7750;1;0;0.5198188504020848
3;33121;0;0;0.4949257545361117
3;3772;1;0;0.5043870245755314
3;29119;1;0;0.4474061792245503
3;3772;0;0;0.5082028396831585
3;5956;1;0;0.5027534042367637
3;1162;0;0;0.4771182594280551
3;3526;0;0;0.54555022484331
3;18214;0;0;0.48219219869592345
3;31365;0;0;0.5307940031678726
3;32436;1;0;0.5378889672139138
3;15679;0;0;0.5188185945745596
3;31365;1;0;0.520108033055305
3;7750;0;0;0.5198188504020848
3;42528;0;0;0.5109209919838492
3;39856;0;0;0.5110615964062841
3;18214;1;0;0.4910345667810839
3;35144;0;0;0.5090812956128252
3;36875;1;0;0.5108695754594179
3;12895;1;0;0.47087630106233314
3;16313;1;0;0.49374529219476926
3;4817;0;0;0.5439816039836041
3;26269;1;0;0.5366212177203099
3;36311;1;0;0.5108940614999689
3;18141;0;0;0.4888107978181842
3;18556;0;0;0.5295933067592999
3;36311;0;0;0.4973485243732765
3;39856;1;0;0.5110615964062841
3;7405;1;0;0.5142561841219435
3;3526;1;0;0.5197063692433048
3;36223;1;0;0.49762404853722736
3;42528;1;0;0.49772416919916224
3;235;1;0;0.5064952489722077
3;235;0;0;0.5218564002126168
3;6761;1;0;0.48413640966490845
3;35144;1;0;0.5024931794190439
3;38998;0;0;0.47863072495179776
3;23625;0;0;0.5715943564400323
3;3696;0;0;0.5194581517827624
3;29119;0;0;0.46583023220149744
3;2632;0;0;0.47651092239025256
3;28608;1;0;0.5493372185117275
3;3785;0;0;0.5415633647144371
3;2632;1;0;0.47651092239025256
3;9717;1;0;0.5177496985913734
3;4817;1;0;0.5391655331919066
3;25378;1;0;0.47400940778427536
3;12895;0;0;0.48551019093855535
3;23291;1;0;0.522749783739921
3;13702;1;0;0.49198709962554366
3;28608;0;0;0.5493372185117275
3;11614;0;0;0.5031126179578237
3;9717;0;0;0.5177496985913734
3;11614;1;0;0.5031126179578237
3;13102;1;0;0.4855109980860964
3;3696;1;0;0.5194581517827624
3;3785;1;0;0.5415633647144371
3;23291;0;0;0.522749783739921
3;43849;0;0;0.45843852136010177
3;36875;0;0;0.5108695754594179
3;23625;1;0;0.46200776837525237
3;41859;1;0;0.4918393744782164
3;1529;1;0;0.5085896945363726
3;29647;0;0;0.5024729648389875
3;38998;1;0;0.47863072495179776
3;25378;0;0;0.4859116314107781
3;18141;1;0;0.4888107978181842
3;7405;0;0;0.50998859556377
3;13102;0;0;0.5116436183498405
3;18556;1;0;0.49787907444656904
3;1529;0;0;0.5106617033136259
3;28639;0;0;0.49611972024472045
3;29647;1;0;0.5024729648389875
3;2453;1;0;0.4899967440302448
3;10609;0;0;0.5187690159918169
3;3234;1;0;0.5229767431569218
3;41859;0;0;0.5004569966896341
3;40508;1;0;0.5784538178147464
3;1015;1;0;0.4729053423560213
3;4937;0;0;0.5187427199409076
3;28639;1;0;0.47915842310724954
3;16313;0;0;0.49374529219476926
3;36223;0;0;0.49762404853722736
3;3234;0;0;0.5229767431569218
3;10609;1;0;0.5187690159918169
3;2453;0;0;0.4899967440302448
3;43849;1;0;0.45634259030652796
3;1015;0;0;0.48068664560755947
3;33121;1;0;0.4949257545361117
1;3976;1;0;0.4864150581547208
1;13702;0;0;0.48422064134082726
1;18141;1;0;0.5028479294293151
1;4817;1;0;0.5251961699390861
1;33121;1;0;0.4883789649113675
1;5956;0;0;0.534309195446131
1;3976;0;0;0.4864150581547208
1;4937;1;0;0.5036256760915947
1;39856;0;0;0.4673055272938112
1;36875;0;0;0.4679814211178021
1;43849;0;0;0.573045936428762
1;26269;0;0;0.531002272448378
1;1015;1;0;0.4837583499733386
1;18141;0;0;0.503505732898906
1;7750;0;0;0.49155799292961655
1;7750;1;0;0.49155799292961655
1;3772;1;0;0.48136590278163816
1;13702;1;0;0.48422064134082726
1;26269;1;0;0.531002272448378
1;36875;1;0;0.4679814211178021
1;33121;0;0;0.4883789649113675
1;25378;0;0;0.5190471944564031
1;3772;0;0;0.48136590278163816
1;7405;1;0;0.4599967622298304
1;41859;0;0;0.4866315393727073
1;18214;1;0;0.47750009593848874
1;15679;0;0;0.4623173580468763
1;2453;1;0;0.4428478143372643
1;15679;1;0;0.42947620551484794
1;38998;1;0;0.4913330501621224
1;42528;0;0;0.4954349373723245
1;39856;1;0;0.4673055272938112
1;235;0;0;0.48134634964998213
1;12895;0;0;0.5142102248515903
1;16313;1;0;0.5068123800521032
1;28608;0;0;0.49304296035972317
1;25378;1;0;0.4525267044267393
1;35144;0;0;0.5164248408667713
1;6761;1;0;0.48981783480525865
1;29119;0;0;0.5136130216258045
1;23625;1;0;0.49488460243926763
1;12895;1;0;0.4906319100842283
1;41859;1;0;0.4866315393727073
1;1529;1;0;0.4868699386588077
1;3696;1;0;0.540132894049047
1;11614;1;0;0.4833015659245981
1;3234;1;0;0.4751304218661063
1;10609;1;0;0.541214930458523
1;1162;1;0;0.5008903470637862
1;2632;1;0;0.455336484850257
1;3526;0;0;0.4981350858273934
1;1529;0;0;0.4868699386588077
1;28639;1;0;0.4677797511056253
1;23291;1;0;0.48706827388422685
1;18556;1;0;0.4234450476793101
1;10609;0;0;0.541214930458523
1;9717;0;0;0.5213531360760597
1;29647;1;0;0.5503906437536022
1;31365;0;0;0.514410311303458
1;36311;0;0;0.5205446672518022
1;13102;0;0;0.5043290526016725
1;3526;1;0;0.4981350858273934
1;18556;0;0;0.4330283958064604
1;11614;0;0;0.4789518691400319
1;1162;0;0;0.5008903470637862
1;28639;0;0;0.4677797511056253
1;36223;0;0;0.4962797119486535
1;29119;1;0;0.5136130216258045
1;42528;1;0;0.4997406487217521
1;5956;1;0;0.5329152636982734
1;29647;0;0;0.5503906437536022
1;2632;0;0;0.47197888762266155
1;2453;0;0;0.4428478143372643
1;9717;1;0;0.5213531360760597
1;23625;0;0;0.49488460243926763
1;38998;0;0;0.49788595652260803
1;235;1;0;0.48134634964998213
1;3234;0;0;0.49417425092071776
1;16313;0;0;0.4809341717933991
1;23291;0;0;0.48050191584688845
1;18214;0;0;0.47750009593848874
1;3785;0;0;0.5296987623162966
1;32436;0;0;0.544697284489592
1;4817;0;0;0.5471898846742228
1;6761;0;0;0.48981783480525865
1;40508;1;0;0.487415898432121
1;7405;0;0;0.479210771378724
1;4937;0;0;0.5120751536595881
1;3696;0;0;0.524990082053438
1;40508;0;0;0.487415898432121
1;36223;1;0;0.4962797119486535
1;13102;1;0;0.5043290526016725
1;3785;1;0;0.5296987623162966
1;31365;1;0;0.46537747131902024
1;32436;1;0;0.544697284489592
1;43849;1;0;0.4916147049214
1;1015;0;0;0.4837583499733386
1;36311;1;0;0.5205446672518022
1;28608;1;0;0.49304296035972317
1;35144;1;0;0.5152786300603281
0;9717;0;0;0.4563704726246219
0;3772;0;0;0.48278252945651823
