TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
3;48422;0;0;0.48763805313297187
3;28702;1;0;0.523546028325845
3;49394;1;0;0.49501024644894853
3;14817;0;0;0.5098388043282973
3;12441;1;0;0.45804427898589345
3;4130;1;0;0.47594604215272135
3;49561;1;0;0.4413791694467526
3;35406;0;1;0.5415388879365391
3;13372;0;0;0.4909655101470857
3;783;1;0;0.4860674777117808
3;46998;0;0;0.5168074933630497
3;49394;0;0;0.49501024644894853
3;19630;1;0;0.495168179975299
3;43640;0;0;0.4883316707141164
3;32043;0;0;0.4674210943404294
3;44733;1;0;0.5029508358744958
3;33715;0;0;0.5087765786161803
3;28702;0;0;0.523546028325845
3;40304;1;0;0.4954524535050978
3;48422;1;0;0.48763805313297187
3;29426;1;0;0.4907772005782091
3;40576;0;0;0.4880201370217925
3;44733;0;0;0.5029508358744958
3;10462;1;0;0.46021431721675243
3;19599;1;0;0.5020940227857306
3;4130;0;0;0.4829370769893157
3;36739;1;0;0.4821816438580373
3;23554;1;0;0.5329042322672828
3;44331;0;0;0.5144396912566059
3;31500;0;0;0.5205984052744909
3;12441;0;0;0.45754771134224065
3;15814;0;0;0.5579462768476707
3;40933;0;0;0.5058793894393218
3;22157;0;0;0.5124253296594453
3;21013;1;0;0.45944502400726467
3;16743;0;0;0.5216861708339607
3;29426;0;0;0.4907772005782091
3;35988;1;0;0.46619659803921687
3;40576;1;0;0.5217933685015319
3;23554;0;0;0.5329042322672828
3;41834;0;0;0.4900854214782499
3;44429;1;0;0.5389384886966081
3;16743;1;0;0.5216861708339607
3;40304;0;0;0.4954524535050978
3;35406;1;1;0.5415388879365391
3;31500;1;0;0.5205984052744909
3;35988;0;0;0.4700061669516961
3;40933;1;0;0.5058793894393218
3;13372;1;0;0.4909655101470857
3;31871;0;0;0.4809990731604872
3;21013;0;0;0.47169157416817203
3;41805;1;0;0.5145456081749682
3;29977;1;0;0.5143369668356255
3;5730;0;0;0.4667307308613051
3;44429;0;0;0.5389384886966081
3;9997;0;0;0.5006489776460704
3;41834;1;0;0.4900854214782499
3;32043;1;0;0.4337328800854128
3;17395;0;0;0.47501951723722236
3;35018;1;0;0.5123977620483064
3;5730;1;0;0.4667307308613051
3;23841;1;0;0.45883530197350414
3;31871;1;0;0.4809990731604872
3;29977;0;0;0.5143369668356255
3;4855;1;0;0.4633684203507913
3;19509;0;0;0.4575985477951256
3;37540;1;0;0.45577244993897825
3;15147;1;0;0.5213956221827994
3;36739;0;0;0.4821816438580373
3;22423;0;0;0.4607350209197488
3;4855;0;0;0.4633684203507913
3;9997;1;0;0.5006489776460704
3;15814;1;0;0.5499907074114135
3;49561;0;0;0.44709656869525605
3;46998;1;0;0.5413493268595376
3;4436;0;0;0.46974563135030556
3;22157;1;0;0.5124253296594453
3;44331;1;0;0.5144396912566059
3;42302;1;0;0.4695240848002269
3;4436;1;0;0.46974563135030556
3;17395;1;0;0.47501951723722236
3;40248;0;0;0.4787011755887046
3;42302;0;0;0.4690642375130593
3;10462;0;0;0.46021431721675243
3;37540;0;0;0.49616978260213246
3;35018;0;0;0.49035394084637657
3;19630;0;0;0.4983340324263491
3;783;0;0;0.4937984947564021
3;23841;0;0;0.4653409946470831
3;17542;1;0;0.4947118008328069
3;15147;0;0;0.5213956221827994
3;14817;1;0;0.5098388043282973
3;19599;0;0;0.5046275114490744
3;40248;1;0;0.4787011755887046
3;17542;0;0;0.4947118008328069
3;22423;1;0;0.47709019472719205
3;41805;0;0;0.5202380848625199
