TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
2;33715;0;0;0.5191578757508521
2;13372;0;0;0.4977709188532834
2;29426;0;0;0.5215827736520944
2;12441;1;0;0.5241715039170513
2;41805;1;0;0.48658788672123565
2;4855;1;0;0.4978153063336731
2;17542;1;0;0.4867187508765099
2;23841;1;0;0.5129889841426486
2;10462;0;0;0.4911626090964487
2;12441;0;0;0.5241715039170513
2;41834;1;0;0.5248736922709608
2;44429;0;0;0.5003893333683467
2;37540;1;0;0.47144621558126865
2;42302;0;0;0.5085753226841667
2;48422;1;0;0.5407698603621077
2;17542;0;0;0.4867187508765099
2;29426;1;0;0.5215827736520944
2;48422;0;0;0.5407698603621077
2;33715;1;0;0.5191578757508521
2;31500;1;0;0.49321595359975956
2;49561;1;0;0.5075570588987275
2;10462;1;0;0.4911626090964487
2;43640;1;0;0.4891614136564261
2;13372;1;0;0.4977709188532834
2;15814;0;0;0.46505412842998795
2;19509;1;0;0.4951717217716131
2;40304;0;0;0.4846582968248828
2;23554;1;0;0.4878925872020286
2;40933;0;0;0.5170642709540776
2;9997;1;0;0.5063108395236149
2;44429;1;0;0.5003893333683467
2;22157;1;0;0.4746146330730818
2;21013;0;0;0.47533462317350744
2;22423;0;0;0.4817626996806109
2;5730;1;0;0.5470426709571501
2;35988;0;0;0.5161720023669365
2;29977;0;0;0.5031107110323733
2;35018;0;0;0.5029420489399365
2;49561;0;0;0.5075570588987275
2;9997;0;0;0.5063108395236149
2;17395;0;0;0.480587019761727
2;4436;0;0;0.47262518279361015
2;23554;0;0;0.4948654043678424
2;49394;1;0;0.4874592112110052
2;29977;1;0;0.5031107110323733
2;46998;1;0;0.48131204613844364
2;31500;0;0;0.49321595359975956
2;40933;1;0;0.5170642709540776
2;41834;0;0;0.5275984097962352
2;4855;0;0;0.4978153063336731
2;19630;1;0;0.4938084268540923
2;5730;0;0;0.5470426709571501
2;15147;1;0;0.48053303833392375
2;43640;0;0;0.492882725073956
2;15814;1;0;0.4592155456173318
2;36739;0;0;0.5196621910605571
2;40576;1;0;0.4831016351556864
2;32043;1;0;0.46540902680302365
2;783;0;0;0.5308967100634155
2;16743;0;0;0.47654578079304083
2;44331;0;0;0.48875844306899224
2;19630;0;0;0.4938084268540923
2;36739;1;0;0.5196621910605571
2;23841;0;0;0.5159876806378101
2;16743;1;0;0.47654578079304083
2;783;1;0;0.5308967100634155
2;40304;1;0;0.4890408513842208
2;46998;0;0;0.48131204613844364
2;19599;1;0;0.5323682847777762
2;35018;1;0;0.5029420489399365
2;49394;0;0;0.4874592112110052
2;17395;1;0;0.480587019761727
2;44733;0;0;0.4767734079682962
2;35406;0;0;0.48750144521056243
2;22157;0;0;0.4746146330730818
2;31871;0;0;0.5039191245259418
2;41805;0;0;0.4822441339295095
2;4130;1;0;0.4969722374282056
2;35988;1;0;0.5161720023669365
2;44331;1;0;0.48875844306899224
2;15147;0;0;0.48053303833392375
2;31871;1;0;0.5039191245259418
2;4436;1;0;0.47262518279361015
2;35406;1;0;0.48750144521056243
2;14817;0;0;0.5031846462633052
2;22423;1;0;0.48912171613916133
2;4130;0;0;0.4969722374282056
2;40248;1;0;0.465265021249411
2;21013;1;0;0.4760869562803668
2;28702;1;0;0.49557318063365324
2;44733;1;0;0.4767734079682962
2;28702;0;0;0.5024229523784229
2;40576;0;0;0.48825362215611556
2;37540;0;0;0.47144621558126865
2;19599;0;0;0.5323682847777762
2;19509;0;0;0.4951717217716131
2;14817;1;0;0.5031846462633052
2;32043;0;0;0.46540902680302365
2;42302;1;0;0.5085753226841667
2;40248;0;0;0.465265021249411
4;15147;0;0;0.510201549433395
4;16743;0;0;0.4918162990282836
4;35988;1;1;0.5397224786692498
4;49394;1;0;0.5105737659774968
4;33715;1;0;0.5253552782906703
4;9997;0;0;0.5132131020224024
4;37540;1;0;0.5385471562269419
4;41805;1;0;0.48084490583161643
4;36739;1;0;0.5506189714024091
4;42302;1;0;0.4772506036287166
4;16743;1;0;0.522996419114412
4;22423;0;0;0.4893678618903539
4;19630;0;0;0.45539660313066116
4;37540;0;0;0.5440464314495776
4;41805;0;0;0.48084490583161643
4;4130;1;0;0.5755835050445716
4;32043;1;0;0.45213184748074176
4;14817;1;0;0.4939991944277661
4;10462;0;0;0.49571373624568854
4;35988;0;1;0.5397224786692498
4;5730;1;0;0.512706694704822
4;41834;0;0;0.45536634880433635
4;33715;0;0;0.5364837806566977
4;48422;0;0;0.5251396654726056
4;40248;1;0;0.5098288561525672
4;4130;0;0;0.5755835050445716
4;29426;0;0;0.5034237994568131
4;19599;1;0;0.48882579455410663
4;15814;0;0;0.49891041496082006
4;31500;1;0;0.465215242066034
4;28702;0;0;0.4882964473392292
4;23841;1;0;0.5044750525815952
4;14817;0;0;0.4939991944277661
4;35018;0;0;0.4907564062230261
4;49561;1;0;0.4609241093116216
4;783;0;0;0.5121775142918917
4;10462;1;0;0.48781457542159407
4;4855;0;0;0.532796371977203
