TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
3;28704;1;0;0.48186826709540004
3;27137;0;0;0.6031063269534822
3;38324;1;0;0.5203193949115297
3;39868;1;0;0.47740096049174424
3;42562;1;0;0.430160985608472
3;27596;0;0;0.6339659078293014
3;3472;1;0;0.47072845232181443
3;27428;0;0;0.6443659641804718
3;20357;0;0;0.526755948983902
3;26213;1;1;0.6891105018637972
3;42562;0;0;0.5855618385581285
3;41800;1;1;0.7602985476284193
3;45090;1;1;0.731396353984219
3;12048;0;0;0.5880746695053118
3;36232;0;0;0.5810248504241249
3;38912;1;0;0.4766960604975874
3;12048;1;0;0.4297505598289635
3;11568;0;0;0.5850590067231156
3;13827;0;0;0.5792381726454358
3;13907;1;1;0.5808317080109898
3;32784;0;0;0.4631184331629618
3;36916;1;0;0.5058637860705898
3;39609;1;0;0.4350853685988311
3;32784;1;0;0.42906977822463827
3;20012;1;0;0.44351706113217804
3;36916;0;0;0.5713599675814715
3;42588;1;0;0.5127807259082694
3;31655;1;0;0.3927322841079917
3;48315;0;0;0.5170415091987988
3;38890;0;0;0.5227618648092415
3;16269;0;0;0.49797625002203755
3;27036;0;0;0.6101973317818615
3;38890;1;0;0.4832226122075472
3;27379;1;0;0.4829836202205719
3;20012;0;0;0.518630349164367
3;21143;1;0;0.5043918134729245
3;20357;1;1;0.5932422612955799
3;6713;1;1;0.7111559042503359
3;39609;0;0;0.544085813126515
3;36082;0;0;0.6457992888144743
3;14086;1;1;0.7634865685165668
3;41664;0;0;0.5360271836229245
3;29265;0;0;0.6066870042995121
3;27781;1;1;0.6348461384904754
3;27428;1;1;0.7360690860495613
3;41800;0;0;0.5256674119784733
3;40590;0;0;0.6266308980314675
3;27596;1;0;0.4439787207175732
3;16269;1;0;0.43948445436462286
3;13646;1;1;0.6341680701374419
3;29265;1;0;0.3373051463365745
3;13588;0;0;0.49405930191138026
3;13588;1;0;0.4272226291920612
3;26380;1;0;0.3737007223552166
3;31834;0;0;0.5497300688329944
3;47239;1;0;0.48769449612898913
3;16417;1;0;0.4624643299623489
3;19401;0;0;0.6292875232884958
3;26380;0;0;0.5124586084876458
3;41664;1;1;0.5831400649888081
3;27379;0;0;0.5954427737018104
3;30709;1;1;0.6830325416441095
3;48315;1;1;0.6659843645231752
3;27036;1;0;0.4834225165862152
3;37530;1;0;0.4435048967301335
3;6713;0;0;0.649454434656431
3;13646;0;0;0.6126469509305653
3;45090;0;0;0.6372446786431512
3;30709;0;0;0.5899026308698457
3;38912;0;0;0.5294202549806916
3;36232;1;1;0.6448377419100205
3;13827;1;0;0.5165857127013115
3;32679;1;0;0.4083130188626826
3;42588;0;0;0.6450450940884553
3;6249;0;0;0.7055874982468606
3;26213;0;0;0.490152493079337
3;37530;0;0;0.561435732083709
3;31834;1;0;0.4685956613157386
3;31655;0;0;0.5251512371535351
