TestRun;TargetId;TrueLabel;PredictedLabel;PredictionProbability
2;20012;0;0;0.4942586401700442
2;27036;1;0;0.46010804846260034
2;13827;1;0;0.5247348390936583
2;29265;0;0;0.6241488869850856
2;13588;1;0;0.5250969171203673
2;6713;0;0;0.6214226257255852
2;26213;1;0;0.4704821194616759
2;41664;1;0;0.5275401184881225
2;38324;1;0;0.5278809740457866
2;38890;1;0;0.5381810433989136
2;27428;0;0;0.5517706200418346
2;47239;1;0;0.5075541786749169
2;27596;1;0;0.43227824473705617
2;36916;1;0;0.523365004076935
2;13907;0;0;0.5020736952327044
2;40930;1;0;0.46589353454264626
2;27428;1;0;0.4526071996564942
2;27036;0;0;0.559385051640095
2;13646;0;0;0.5179273736264356
2;38890;0;0;0.5559843005331839
2;39868;0;0;0.5020013528602365
2;38912;0;0;0.4959937866417476
2;39868;1;0;0.4810407726544426
2;13907;1;0;0.4958949109675602
2;6249;0;0;0.5636476021732341
2;14086;0;0;0.582260114318421
2;20357;1;0;0.5243597050126788
2;36082;0;0;0.47943641350167676
2;16269;1;0;0.49650794371299817
2;19401;0;0;0.5070810276068163
2;27379;1;0;0.5081888166455243
2;32679;1;0;0.49161900704863715
2;26380;1;0;0.46591864438539105
2;37530;1;0;0.49167228994189544
2;36916;0;0;0.523365004076935
2;30709;0;0;0.5943189220475371
2;28704;0;0;0.5014383036341845
2;40590;1;0;0.448877153853361
2;40590;0;0;0.595663909842344
2;36082;1;0;0.481082850414007
2;27137;1;0;0.5149380183774223
2;30709;1;0;0.510968139650339
2;26380;0;0;0.4685047389892126
2;39609;1;0;0.5183206199882694
2;41800;1;0;0.5171440978988653
2;41800;0;0;0.5651867684823201
2;13646;1;0;0.4754132853174793
2;42588;1;0;0.5409455878443618
2;38324;0;0;0.5507541012032019
2;3472;0;0;0.5299986042929279
2;48315;1;0;0.47262421818073774
2;34431;1;0;0.41306817250918354
2;42562;0;0;0.5008431367254299
2;27379;0;0;0.5216342325129977
2;31655;1;0;0.40426980631175985
2;20357;0;0;0.5288161299312912
2;32784;0;0;0.5318490562707225
2;36232;0;0;0.5529334723642674
